"","X.Files.","X.Size.","X.Format.","X.Created.","X.Updated.","X.License."
"1","3","150kB","                                  csv                                  zip                              ","9 months ago","                                                 Open Data Commons Public Domain Dedication and License v1.0                                        ","                                                 EIA                                        "
